channel_name;subscribers;link
Управление гостехнадзора Тюменской области;185;@gostehnadzor72
Кировское Яблоко;185;@kirovyabloko
ZOVетское МО;185;@smo174
Раев Михаил Михайлович;184;@mmraev
ST | Legal;184;@st_legal
РЦК Тамбовской области;184;@rcktmb
Вестник обкома;184;@vestnik_obkoma
Денис Топоров;184;@toporovdeniss
Белая Zемля Табурина??;184;@Belaya8888ZemlyaTaburina
Иченко А.А.;183;@IchenkoAA
VАРЛАШКИН | Чебоксары;183;@varlashkin_21
Кирюхин Дмитрий;183;@KiriuhinD
Молодежный парламент БГО;183;@MPBGO
Ахмед Гамзатов;183;@ahmedglava
Валентина Чайка ????;183;@chaykadnr
Денис Садовников;183;@sadovnikovdenis
Хаш Судьбы;183;@hashsud
Сурский Правозащитник ?;183;@popsgsr
ФЕДОРИШИН??;183;@e_fedorishin
Дизайн справедливости;183;@socialchangedesign
Акула пера;183;@akullapera
Си?вцев Дру?жек;182;@sivtsevadd
Глобалити;182;@globalview
Политические Взгляды;182;@polivz
Qurilka Виктора Кёнига;182;@qurilka777
Спорт Донбасса;182;@donbass_sports
Грабарчук Ирина;182;@GrabarchukIN
KlyuchNK;182;@KlyuchNK_public
Мониторинг 48 Липецкая область;182;@monitoring_48
По барабану;182;@funny_about_serious_stuff
Олег Швецов.;181;@olegshvezov40
Мониторинг 23 Краснодарский край;181;@monitoring_23
Елена Исакова | Молодёжь 44;181;@isakova44
KremlinPranker;181;@kremlinpranker
Рассвет | Хабаровский край;181;@rassvet_khv
Светлана Нефедова;181;@svetlana_rodnik
Тот самый Вагнер;181;@Warner_sportsnews
Владимир Егоров;181;nt3LhxZS99I5NWMy
Андрей Лифанов;180;@DumaAndreyLifanov
Министерство сельского хозяйства и продовольствия УР;180;@udmapk
Чё там?;180;@chetamchannel
Депутат Скворцов Артем;180;@AVSkvorcov
Кукуруза Коми;180;@kkkomi
Фатум;180;@fatumglobal
Мурад Гаджиев;180;@msgadzhiev
ЛДПР | Республика Коми;180;@komi_ldpr
Департамент информационной политики Краснодарского края;180;@dipkrasnodar
Vox Amandi | Артемий Карпов;180;@vox_amandi
Депутаты Стебаево;180;@stebaevo
Сергей Балухин;180;@baluhin_s
Тамбулатова София | ХАБАРОВСК;179;@spravedlivomolodez
Гена_на — Сергей Гендин;179;@A_crocodile_in_the_bathroom
Бородин Черногорск;179;@borodin_ldpr
РОД-3 - Смоленск;179;@rodsmol
Депутат Владимир Есипов;179;@www6401ru
Житї? Кондрашина;179;@alexkondrashin
РОД-3 - Курск;179;@rodtskursk
Деурбанизация;179;@deurbanisation
Лев Гяммер;179;@leo_hammer
Агрегатор компромата;179;@agr_compr
Аникеев PRO AGRO;179;@AnikeevPROAGRO
Молодежныи? парламент Удмуртии;179;@molparlament_18
Роман Андросов;179;@sdKolonna
Андрей Дмитриевич;178;@mazhuga_aa
Черепанов Сергей Васильевич;178;@cherepanov1956
Скади Омск;178;@skadi_omsk_kanal
Курское Яблоко Фурцева??;178;@furcevlive
Совесть Арбата;178;@sovestarbata
ЗАМПОЛИТ Uz;178;@zampolitnews
Из Донецка не только с любовью;178;@fDonetsk
Андрей Биль;178;@AndreyBill
Аппарат СД МО Люблино;177;@apparatLyblino
Соболев Кирилл ЯГД ????????????????????;177;@live_sobolev_ks
Роман Крузе;177;@Rom_Kruse
Демобилизация и разрыв контракта, увольнение с СВО. Новости с фронта (Хочу домой);177;@demobilizacia_svo
Авторский канал Юриста Кондратова;177;@kondratovde
Русская Держава | РД;177;@therussianpower_official
Четвертая стерлядь;177;@chetvesterlo
Дума Труновского муниципального округа;177;@Duma_TMO_CK
Татарский оппозиционный;177;@firsttatar
Боевое крыло;177;@boevoekrylo
Маловишерский район;177;@Malovishersky_raion
Цин;177;@tsinovka
Астраханская ЛДПР;176;@astrakhan_ldpr
Новые люди | Липецкая область;176;@newpeople_48
ЕРКунцево;176;@erkuntsevo
Давыдов.Индекс;176;@DavydovInd
МИД РФ КАМЧАТКА/ЧУКОТКА;176;@mid_rf_kamchatka
Сторонники Навального в Улан-Удэ;176;@navalny_uu
ПИХТУЛОВ;176;@pihtulov
Армия России ????;176;@zov777zo777
Ковалева Ирина Сергеевна- депутат ЮГСНД;176;@KovalevaIrSer
Догаев Ахмед Шамханович;176;@za_kra_dogaev
Молодая Гвардия | Калужская область;175;@mger40
100% Волгоград;175;@vlg100
Письма из Пятигорска ??;175;@letters_from
Наш Воронежский Обком;175;@kprfvoronezh
Справедливый Волгоград??;175;@volgograd_spravedlivo34
Единая Россия Зарайск;174;@er_zaraysk
PRAWDARUBKA - правда о политике;174;VZ0Q6PCVv0mz4vLn
Свободненское сельское поселение Брюховецкого района;174;@svobodnenskoesp
Сергей Чесалин;174;@sergeychesalin
Правда Рязанцева ??;174;@ryazantcevDV
Татары Омска;174;@tat_omsk
Простой разговор с Венаковым;174;@VenakovDS
?? Русский космос;173;@ruscos
Егор Пальшин;173;@palshin_egor
РАБОТАЙТЕ, СТАЛИНГРАДЦЫ!;173;@stalingradtsy
Готовец Юлия;173;@YAGotovets
Памяти Навального | Сыктывкар;173;@navalnySKT
СОЦИАЛИЗМ НЕИЗБЕЖЕН;173;@rsozns
Красный Алтай ??;173;@altkomros
Южный поток - YouTube канал;173;@yuzhniypotok
"АМО ""Заревское сельское поселение""";173;@zarevskoe
Детский сад п.Южный;173;@bdou17
Security News;173;@secnewsru
ЕДИНАЯ РОССИЯ ХОРОЛЬ;173;@khorol_er
Zубко Ольга;173;@myagkova_olga_y
Измалковский округ Липецкой области;172;@izmalkovo_lip
Александр Шушунов;172;@shushunov_an
Аркадий Горцевской;172;@agortsevskoy
Новые люди | Смоленская область;172;@newpeople_smol
Ольга Чистякова;172;@olgachistiakova58
Елена Моисеенко (ВВЕРХ????ЕР);172;@elena_moiseenko0305
Я - Тарабарин ????;172;@YaTarabarin
Анна ????? | Журналист & Партнер NL;172;t6cYqRQWvYhiMzdi
Общественная палата Волгоградской области;172;@OPVlg
Депутат Ярошенко;171;@DeputatYaroshenko
Центр занятости Крымского района;171;@czn_krymsk
Совет Согласия;171;@Sovet_SOGLASIYA
Бату-Хан;171;@batukhan_kalmyk
сенатор68;171;@senator_belousov
????Депутат_Россихина????;171;@Ane4kaross84
Екатерина Лобанова;171;@katy65_65
Kandagar_426;171;@kandagar426
Александр Рубцов ????;171;@rubtsov036
Группа Вагнера || ARMA 3?????;170;@wagnerpmcready
Арефьев Zа праVду;170;@arefevzapravdu
Absurd Digest;170;HyHYDioez280ZmE6
Талышский революционер??;170;@freetalysh
Между Индом и Брахмапутрой | Мир Южной Азии;170;@notonlyindia
Бузанов | Балаково;170;@buzanov_danila
Prik-moer;170;@prikub09
Первая приёмная;170;@PervayaPriyemnaya
Маша и противности;170;@mustum
Маленький диктатор;170;@dashadictator
Волобуев Виталий Васильевич;170;@Volobuev_VV
ЛПР | Саратов;169;@lpr64
Василиса Ходнева(Сысоева);169;@vasilisakhodnevasysoeva
Ковалёв|НТРК??????;169;@KovalyovNTRK
Денис Терсков. LIFE;169;@terskovdenis
The Red Society;169;@redsociety
Николай Шайдин;169;@nikolai_shaidin
Политики — svodka.ai: краткие сводки каналов;169;@svodkaai_politicians
АКМ Брянск;168;@AKM_32
Законодательное Собрание Пензенской области;168;@zspo58
Единая Россия/Ровное;168;@DsU_l6hyvHhhNTE6
Минстрой 53;168;@minstroyVN
Информирует Ирина Захаркина;168;@budniKY
Заметки депутата | Анна Баранова;168;@baranova_kprf
ЕДИНАЯ РОССИЯ АРСЕНЬЕВА;168;@arsenyever
"Карачаевское (городское) Местное отделение политической партии ""ЕДИНАЯ РОССИЯ""";168;@karachaevsk_er
Половинский муниципальный округ;168;@polovinskiokrug
Единая Россия Котельники;168;@er_kotelniki
Разведка;168;@espionagerus
Штаб Надеждина | Улан-Удэ | Республика Бурятия;168;@center_ula
Псковское днище;167;@pskovskydno
Канал Дмитрия Липенского;167;@MarxLipensky
ЕР Тверской;167;@Tverskoy_ER
Вячеслав Нечаев | Лучшая Самара;167;@bettersamara
Мониторинг 26 Ставропольский край;167;@monitoring_26
Лидерман Владимир;166;@lidermanvlad
Сидоренко Сергей Михайлович;166;@Sidorenko_glava_Vagay
Евгений Федотов;166;@fedotovevg
мразествование;166;@mrazestvovanie
Тут Война;166;@tutvoina
Россия выбирает;165;@rf_choice
Бирюч;165;@royalbiryuch
Партийные новости;165;@politparties
Справедливый Ульяновск;165;@spravedlivo_ulyanovsk
Единая Россия Кочковский район;165;@ERKochki
Владислав Парунов;165;@parunov_va
Игорь Фаталиев;164;@fatalievtg
Вознесенский;164;@comrade_voznesensky
Демвыбор (резерв);164;@demchoice
Денис Леснов;164;@lesnov_da
Справедливая Тюмень;164;@spravedlivo_tumen
SHEW'S NEWS;164;@russian_neews
Константин Пирогов;164;@Pirogov_KV
Пенза - Мобилизация;164;@pnzmob
Пруфы по-астрахански.;163;@Astrahansky
Надежда Щербакова;163;@Shcerbakova_44
Татьяна Тюрина;163;@DoctorTyurina
Ватная история;163;@vatni_istorii
ЗАМПСИХПОЛИТ;163;@GBGasanov
Единая Россия Лазовский муниципальный округ;163;@erlazovskymo
Сказ урюпинской козы;163;@koza134
Андрей Чернов;162;@chernovandr
На пути к Свету;162;@From3DTo5D
Теория заговора;162;@tzagovor
Магомед Мальсагов;162;@Malsagov_MI
Штаб Бориса Надеждина: Курская область | ШК;162;@center_k
The Экономизм;162;@hariertt
Единая Россия Прохладный КБР;162;@EdinayRussia07
"""Единая Россия"" Заводской р-н Саратов";162;@er_zavodskoy
DARIAKRATIA;162;@dari120696
Новые люди | Оренбургская область;161;@newpeople56
Виталий Чачин;161;@vvchachin
Алексей Балыбердин;161;@AlexeyBalyberdin
НовозыбковМО;161;@novMOER32
Русская Община (Нальчик);161;@russonal
Другая Удмуртия;161;@DrugUdm
Александр Ламдо;160;@LamdoAlex
Диалог;160;@dialog_vladimir
Русский??трансформатор;160;@rustransformator
Христианская демократия;160;@christian_democrat
Центр занятости Каневского района;160;@czn_kanevskaya
Ольга Лазарева;160;@lazarevaolga1970
Кабулистан;160;@MyKabulistan
onlyegorov;160;@onlyegorov
Politique Mondiale;160;@politiquemondiale
Zlopupsik;159;@ZlopupZik
в Сталинский СССР;159;@v_s_ussr
Андрей ZареV о мире и войне;159;@andreytsarev68
Алла Кирюшина ТОЛЬКО #ВВЕРХ;159;@kiryushinaalla
Светлана Каликова - министр культуры Чувашии;159;@Kalikova_SA
Гошкодер;159;@oppositionGoshkoder
TOKAREV;159;@tokarev78
АПшечка;158;@APshechka_Kremlin
"СНД МО ""Город Майкоп""";158;@snd_maikop
Никитин 34;158;@Nikitin_34
Штаб общественной поддержки в Хабаровском крае;158;@shtaboper
Северные медиа;158;@northm5
Роман Доломан;158;@doloman_zo
Соколова Надежда - глава Парфеньевского муниципального округа Костромской области;158;@parfglava
Пестель на рейве;158;@pestelnareywe
Виталий Коваленко;158;@KoVit46
Марина Шевченко;158;@shevchenkomod
Липецкая Россия будущего;158;@Lipbudu
Московский Альянс;158;@mos_republicans
ТОМСКОЕ ЯБЛОКО;157;@tomybloko
Ultimate Survival Russia;157;@this_is_sychev
ЛДПР Северная Осетия;157;@ldprossetia
Рома прекрати;157;@roma_prekraty
Юрий Будаев;157;@yuriy_bud
Татьяна Бронзес (г. Москва);157;@bronzeste
"""Единая Россия"" Ступино";156;@ER_Stupino
Метропикет. Омск;156;@metropiketomsk
Восток.ру;156;@racmip_csispp
ОколоДКБ;156;@okolodkb
Глеб Z Иванов;155;@glebivanov82
Татарчук Елена Геннадьевна;155;@EGtatarchuk
Глава Усть-Калманского района;155;@viktor_naumov_253
Администрация Валдайского муниципального округа;155;@valdayadm
Г1АЛ;155;@ingushet
Самилкин | Записки историка;155;@samilkin
Владимир Земсков;154;@vladimir_zemskov
????Каменская Светлана????;154;@Kamenskaya_S
ТАСС- время интерсетевых новостей!;154;@TASSIleckajaZashita
Абакумов Василий;154;@AbakumovVI
Кремль Рязанский;154;@kremlrzn
Текстильный барон | Роман Курочкин;154;@ivtexbaron
#moyzakon;154;@moyzakon
Александр Мораш;154;@morash64
Владимир Островский;154;@ostrovsky_v_v
Людмила Моисеева;153;@MoiseevaLv22
Единая Россия | город Гусь-Хрустальный;153;@edinGus
СПИКЕР;153;@speaker2024
Николай Волков;153;@volkov_nikolai
Мониторинг 67 Смоленская область;153;@monitoring_67
Орел и Сороки[н];153;@antonychekhontey
Избирком Ноябрьска;153;@tiknoyabrsk
Bloxpy;153;@BloxpyLite
After Empire / После Империи;153;@afterempire
Голгофа Власовца. «??????»;153;@GolgofaVlasovtsa
Союзное единство ????????;153;@srfrb
Мониторинг 29 Архангельская область;153;@monitoring_29
Комитет по национальной политике и связям с общественностью Республики Алтай;153;@knp04
MIY. Новости?;152;sP57taH-46o5ZGYy
Коротко. О главном.;152;@korotkoglavno
Единая Россия Шатура;152;@shatura_er
КПРФ ИРКУТСКАЯ ОБЛАСТЬ;152;@kprf_irkutsk
Дума. Ангарский городской округ;152;@dumaangarsk
Народный антикризисный штаб (НАШ);152;@nash_md
Федеральный комитет по борьбе с коррупцией и терроризмом.Федеральный союз Казаков.;151;@fckkuban
«ЕДИНАЯ РОССИЯ» - Приволжский муниципальный район Астраханской области;151;@er_privraion
Шпиль Собора;151;@shpilsobora
Блокнот Ставрополь;151;@bloknot_stavr
Фактаж;151;@faktag9
Белое Движение;151;@WhitesOfficials
Стас Ляпустин;151;@Lyapustin_Stanislav
Резников А.Л.;151;@alexanderreznikov26
Сергей Романов;150;@media_romanov
Правда города Северск 2;150;@ALEXGAVRIK65
ШАРИПОВ;150;@sharipov_rh
Андрей Нестеров;150;@desyatka30okrug
Альфамама;150;@alfamamaa
Владимир Редькин;150;@redkin_vladimir
Сергей Ермаков;150;@ermakovsl22
???????????Центр занятости Новопокровского района;149;@czn_novopokrovka
Сталинградский ОБКОМ КПРФ;149;@stalcom
Николай УсоV;149;@usov_nikolai34
Инополстер;149;@inopoll
Костыря Сергей;149;@KostyryaSergey
Денис А. Белаш;149;@da_belash
Штаб общественной поддержки Тамбовской области;149;@priemnaya68
Третья Мировая;149;@WorldWar3_2022
Фарит Губаев;149;@gubaew
Базированный Anti-fascists;149;@AntiFaSoviet
Депутат Шагвалеев Z;149;@veshnyaki_life
ЕР????Развитие Мангушского Муниципального округа????;149;@timeforchangeZ1
Владимир Козынченко;149;@VladimirKozynchenko
Центр занятости Гулькевичского района;148;@czn_gulkevichi
Агентство проектного управления | Приморье;148;@project_office25
Суд суровый, но справедливый;148;nwabHovmVSQ4Y2Iy
Синякин Владимир Владимирович;148;@Sinyakin_Vladimir
Галинкин Zа Победу!;148;@galinkinZOV
Политанекдот;148;@planeta_obezjan
Для семьи народов;148;@troytrendy
Единая Россия | Питерка;148;@piterskoemo
Дмитрий Рожков;148;@DmitryRozkovZS
Виктор Бирюков;148;@birukov_vn
Шальная#пуля#;148;@nullaSh
ProViZia;148;@Pro_viZia
ЕДИНАЯ РОССИЯ Озинки ????;148;@er_ozinki
Целищев Алексей Николаевич;147;@tselishchev_alexey
12 килобит|Никита Силин;147;@twelvekbps
Убежище Хохлов 18+;147;@ybegihexoxlov
Тамерлан Цаликов;147;@Tamerlan_Tsalikov
Яковлев;147;@yakovlevdeputat
Полный Котлас;147;@elect73
"""ЕДИНАЯ РОССИЯ"" Яковлевского муниципального округа";147;@er_yakovlevka
Владимир Баринов;147;@barinov_va
Разговорщики в строю;147;@intelligentalk
ZOV Андрей Бойко;147;@Andrew_Boiko161
Кукла;146;sRFho1djrwRjYjli
Ольга Бычкова;146;@olgabychkova1
Совет Депутатов Минеральные Воды;146;@sovetdeputatovmgo
«НиД» 3.0;146;@NIDtgk
Октябрьский ЕР ??????;146;@mop_oktyabrskoe_ER
Polina from Russia;146;@polinafromrussia1
УДМ Лабинский район;146;@udm_lab
Урал Илья ИЗОТОВ;146;@izotov_online
Валентина Рудкина;146;@glava_prim29
Москва дает зеленый свет;146;@mskgreenlight
Общество Демидова (бывш. Барнаул против Сталина);145;@demidov_barnaul
Антиядерный клуб;145;@antinuclearclub
Мониторинг 31 Белгородская область;145;@monitoring_31
Родничок;145;@the_rodnichok
nordZ;145;@Znord29
Шамиль на связи;145;@omarov53
Центр занятости Динского района;145;@czn_dinskaya
Администрация сельского поселения Елецкий сельсовет Елецкого района;145;@elseladm
«Алтайское местное отделение Хакасского регионального отделения ЛДПР»;144;@LDPR_Altai
Филиал ГКУ КК ЦЗН Краснодарского края в городе Геленджике;144;@czngelendjik
Апологетика: атеистика и эзотериология;144;@atheistica
Фролова Светлана Владимировна;143;@frolovasvetlanavl
Тимофей Лагутин;143;@timofey_lagutin
ГОВОРИТ МОСКВИТИН;143;@moscowcity18
Мониторинг 59 Пермский край;143;@monitoring_59
sociolover.;143;@sociolov3r
КПРФ-ХАБАРОВСК;143;@kprf_khabarovsk
КПРФ/Карачаево-Черкесия/;143;@kprf09
«Единая Россия» Бронницы;143;@bronnitsyer
Руслан Лечхаджиев;143;@RuslanLechkhadzhiev
КАНСТЫТУЦЫЯ;143;@konstituciya_bel
ПОЛИТИЧЕСКИЙ ТРУП;143;@political_trup
ЛДПР | Забайкальский край;142;@zabldpr
Главный технолог;142;@chieftechnologistlife
Марина Лудина;142;@marina_ludina
Игорь Михайлович;142;@IgorGargarov
Политика экономика история;142;@Political_lifenews
Депутат Аксенов Александр;142;@chempiondv
Канал Павла Мятного??;142;@hyperboreanews
Приёмная 87;142;@priemnaya87
Глава Батецкого округа Иванов Владимир Николаевич;142;@VNIvanov_bat
Денежкин Александр Сергеевич;142;@denezkinn
Единая Россия Павловский Посад;142;@erpposad
ЛКСМ РФ | Люберцы;142;@lksm_lub
РУССКАЯ ГВАРДИЯ ПЕРЕХОДНИК;142;@RUmonarchy
???Печёнка с корицей;142;@liver_with_cinnamon
МАКСИМ ИХСАНОВ;142;@za_chestnie_vibory
Шелест Омска;142;@shelestomska
САША ПРОПАГАНДИСТ;142;@Sasha_Propagandist
PNZfront;141;@pnzfront
Матвей Твоя реальность;141;@RealnostLDPR
Татьяна Пасман;141;@tpasman
Мониторинг 18 Удмуртская Республика;141;@monitoring_18
Администрация Парфинского муниципального района;141;@adm_parfino
Руслан Керимов;141;@Kerimovruslan
Мониторинг 55 Омская область;141;@monitoring_55
Орешник Особого Назначения;141;@oonlite
Молодая Гвардия Ульяновская область;140;@ulmger73
Главный редактор...;140;@kterehov12
Центр занятости Славянского района;140;@CZN_SLAV
Единая Россия Воскресенск;140;@ervosk
Сторонники ЕР Приморье;140;@storonnikiERPK
Одесса и все новости;140;@odeessaaa
ОТЕВОВ????;140;@otevovaznaur
Егор Бабкин;140;@egor_babkin
otradnoe.msk.ru - сообщество жителей района Отрадное;140;@otradnoemoscow
Георгий Колягин;140;@G_S_K_26
Единая Россия | Егорьевск;140;@EREgoryevsk
Мониторинг 19 Республика Хакасия;139;@monitoring_19
Аврора Кубани;139;@AuroraKubani
Геоаналитика | Анализ Геополитики и Трендов;139;@GeoAnalytika
Люди дела Ангарск 360;139;@deloangarsk360
Центр занятости Ейского района;138;@czn_eysk
Управление ветеринарии Липецкой области;138;@vetlip
СОН - Северной области новости;138;@SON_sevoblnov
ООО БХО;138;@ooobho
Подоплелова Live;138;GHDwdTcVzs81MmU6
ОПОРА РОССИИ Новгород;138;@opora53_vn
Екатерина Воронина Депутат;138;@EkaterinaVoroninaD
Нет войне! Иркутск. Информация;138;@netvoyneirkutskinfo
Слуцкая мясорубка;138;@kartelpravdy
Виктория Голубева;138;@Golubeva49
Сергей Владимирович Непомнящий;137;@nepomnyashchy_s_v
Справедливый Иркутск Live;137;@spravedlivo_irkutskaya_obl
Conservative Liberals;137;@conservative_liberals
Павел Солопов;137;@solopovpavel
Центр занятости Калининского района;137;@czn_kalininskaya
Центр занятости Лабинского района;137;@cznlabinsk
Мониторинг 07 Кабардино-Балкарская Республика;137;@monitoring_07
МГЕР Мытищи;137;@MGER_Mytichi
Инал Каджаев ЮМ;137;@inalkadzhaevum
Дорога народов;136;@pronewz
Военная обстановка;136;@voennay_obstanovka
Дневники челябинских политиков;136;@chelobyvatel
"""Комсомолец Брянска""";136;@kombr32
Сипров. Факты и комментарии;136;@siprov_comments
Open Academy — Бесплатное образование: лекции, курсы, стажировки;136;5B3hPjb8n4QzMjNi
Павел Маноконов - депутат ЗС ПК;136;@manokonovPavel
Братское сельское поселение;136;@bratskoetrg
Парень из Краснодара;136;@krasnodar13
Центр занятости Отрадненского района;136;@czn_otradnaya
Бомбические 90-е;136;@bombic90s
Наталья Старовойтова;135;@starovoitova_n
RKadyrov_Media;135;@rkadyrov_media
Луганск — Представительство МИД России;135;@mid_lugsnsk
ГБУ Калугаплемслужба;135;@gbuplemkaluga
Призма Прокофьевой;135;@prokofieva_prism
Под лежачий камень...;135;@stayed_stone
КомсомолеZ РТ;135;@vlksmrt
Злой москвич;135;@angrymoscovite
Мониторинг 33 Владимирская область;135;@monitoring_33
Марина МАКАРОВА;135;@makarmv
Мысли Андрея: взгляд на мир;135;@Andrewthoughts
??????жучок ????;135;@zhy4ok
Избиратель-наблюдатель;134;@citizenobserver
33polit.info;134;@politinfo33
Инвестируй в Калининград;134;@investinkaliningrad
Минимущество Тверской области;134;@mizo_to
Кириллова Ольга;134;@kirillova_olga_ER
Новые люди | Удмуртия;134;@newpeopleydmyrtia
RT Radio Telegram;134;@RTLMC
Девушка на ТАНКЕ ????;134;@Elena_Antipina_Z
Справедливый Омск;134;@spravedlivo_omsk
Ветер перемен;134;@veter_kanal
Ксения Новожилова;134;@Novozhilova_KV
Точка сборки | Кирилл Верный;133;@kirillverny_official
Единая Россия Здвинский район;133;@er_zdvinsk
Канал Ворониной Татьяны;133;@TVVoronina
«ЕДИНАЯ РОССИЯ» Домбаровский район;133;@erdombarovka
Мониторинг 36 Воронежская область;133;@monitoring_36
ЦЗН Туапсинского муниципального округа;133;@czn_tuapse
Скромный чиновник;133;@chinovnikEkb
Иван Витковский;133;@IvanVitkovsk
???Диалог у телевизора ??;132;@pomolchala_by
????Лебедкин Владимир????;132;@LebedkinXOD
Аксёнов Андрей Степанович;132;@AS_Aksenov_OPORA
Молодежный Рассвет // Башкортостан;132;@youthrassvet_bashkortostan
БКВ Булавицкий;132;@bkvpp
Мария Тарасова;132;@mntarasova
Орловский городской Совет;132;@orelgorsovet
Ахметгараев Булат;132;@Akhmetgareev
Молодежная палата при Костромской областной Думе;132;@molpalata44
Касимов жизнь- Типичный Касимов;131;@smi62rzn
ЕР Ясенево города Москвы;131;@yasenevo23er
ГРИДИН;131;@gridin_channel
ЭДУАРД КОЖЕМЯКИН;131;@EK2806
Мурзаков М.Н.;131;@MurzakovMN
Бесчастнов;131;@egor_beschastnov
Ельсаев Аламахад Абдул-Хамидович;131;@VZGLYADEA
Женщины в политике;131;@women_politics
ЛПР Тюмень — Либертарианская партия России;131;@lpr72
VIGIL Journal - международная политика;131;@vigiljournal
ВАСПП;130;@vaspp
ЕР Текстильщики;130;@er_Tekstili
Виталий Бегеза;130;@nationalsecurityrf
Антоненков Роман Викторович;130;@AntonenkovRoman
Павел Аксенов;130;@pavaksel
НОД Волгоград;130;@nod34
Невская Роза;130;@spb_sd
ВАТНИК ИЗ СТАЛИ Новости СВО;130;@vatnik_iz_stali
Декларации России;130;@rosdek
Собянин, Ликсутов и транспортная мафия;130;@myaskorubka
Правда Регионы;130;@pravdarassveta
Генерал Лебедь;130;@lebed_general
Молодежный парламент Кировской области;129;@molparlam43
ЛДПР Пенза;129;@ldprpenza
ЛДПР Мордовии;129;@mro_ldpr
Кот учёный;129;@kot_u4eniy
Каляев Александр;129;@kalyaev1
Записки из провинции...;128;@zapiski116
Танаянц Олег Владимирович;128;@tanayanz_oleg
Депутат Эдуард Обухович;128;@deputat_Obukhovich
Максим Кудрявцев;128;@kudryavcevnsk
Мониторинг 03 Республика Бурятия;128;@monitoring_03
Избирательная комиссия Тарусского района;128;@tiktarusa
Донской характер;128;@donskoyharakter
Яблоко Подмосковье;128;@mosoblyabloko
Актуальный Волгоград;128;@actualvolga
Владимир Леонов;128;@HEqMrHDh2K9lZjgy
Таймас Абдуалинов;128;@taimasabdualinov
Фесенко Ольга Михайловна;128;@fesenko_om
Вишневая СГУЩЁНКА;127;@Gl_zmagar
Как устроен мир?;127;@kusmir1020
Чувашское «ЯБЛОКО»;127;@yabloko_21
Справедливая Тула;127;@spravedlivo_tula
Павицкий Live;127;@pavitskiy
Полет серого гуся: ангедония Иоанна Мелекесского (жизнь без любви);127;@ioann_melekessky
Глава Крестецкого муниципального округа - Яковлев Сергей Анатольевич;127;@sergeyyakovlev54
Мария Захарова. Дама с перегаром;127;@mariazakharovaofficial
Собянин и Мазараки - кладбища Москвы;127;@ranshe_vsesh
Татьяна Сафонова;127;@safonovatatiana85
Вологодский нацбол;126;@limonov35
Bazarov;126;@ebazarov
Мнение Шокурова;126;@alekseenkonews
"Press ""F""";126;@dont_press_F
Партия Рассвет | Киров | Вятка;126;@rassvet_kirov
Единая Россия | Богородский г.о.;126;@er_bgo50
Северный муниципалитет;126;@nordmo
Курносов Андрей, депутат Законодательного Собрания Ростовской области, округ 4;126;@kurnosov_andrey
????Русский гамбиТ????Бельский Вадим????;126;@RUSgmbt
Молодежное Правительство Алтайского края;126;@molprav22alt
Татарстан БПЛА;125;@radarTat
Имперач;125;@libconserva
Лаптандер Тимофей Нгэкович;125;@spglt
Представительство МИД России в г. Благовещенске;125;@midamur
Николай Герлинский;125;@nikolai_gerlinskii
"""ПереПрава"" фестиваль творчества участников СВО";125;@perepravafest
НЕМЕДУЗА;125;@stop_meduza
Лариса Попкова;125;@popkova_ld
Депутат с баяном.;125;@deputatnina
Александр Щанкин;125;@al_shchankin_er
Горизонталь;125;@gori_z_ontal
Светлана Новоселова;125;@NovoselovaSA
Вячеслав Бадмаев;125;@BadmaevV
Здесь был Кулагин;125;@kulagincom94
Единая Россия Волоколамск;124;@ervolokolamsk143600
Центр занятости Ленинградского района;124;@lng_czn
Туминский Виталий Владимирович;124;@tuminskiy_vitaliy
Петров Андрей Петрович;124;@andreyppetrov
Сергей Быков #регион40 ????;124;@S_V_Bykov
Валерия Бруснева;124;@valeriiabrusneva
АИР Миасс. PRO Бизнес и инвестиции.;124;@razvitiemiass
Слухи и сплетни от Нумерного;124;@gossip67
Размышлизмы Константинова;124;@razmkons
"Партия ""Рассвет"" | Архангельская область @";123;@rassvet_arkhangelsk
"Орел ""Движение""";123;@Orelav77
Депутаты мкр. Железнодорожный;123;@deputaty_okrug_6
Единая Россия Кировский муниципальный район;123;@er_kirovka
«ЕДИНАЯ РОССИЯ» муниципального округа Спасск- Дальний;123;@SpEdinaa
Vестник | Шестопалов;123;@shestopalov_info
Кристина Аветисова;122;@AveKristy
Галина Ткачева;122;@galina_tkascheva
Власть советам '22;122;@open_school
Зенитные кодексы;122;@z_codex
RAGE X - Alerts;122;@theragex
Лестница Абстракции;121;@ladderofabstraction
Земляки;121;m3PIcodeixJlMTgy
Мониторинг 12 Республика Марий Эл;121;@monitoring_12
Баксанский район I ЕР КБР;121;@er_kbr_baksansky
Мониторинг 49 Магаданская область;121;@monitoring_49
Романов Александр Валерьевич ????;121;@romanov_saratov
Лев Мазараки: Трупы Москвы;121;@moscffa
Кирилл Деревский;121;@Derevskii
Иванникова Юлия Александровна;121;@ivannikovajulia
ЕР ЮВАО;120;@er_uvao
Мой бизнес Ейский муниципальный район Краснодарского края;120;@moibiz_mo_yeisk
«Единая Россия» | Бердянский район;120;@er_berdyanskoe_mo
Даниил Рендаков Молодой депутат КПРФ????;120;@rendakov_duma
Единая Россия I Сергиев Посад;120;@er_sergiev_posad
Селедцова;120;@SeledtsovaLN
MILITARY Z;120;@x_military
